"annotation_id","annotator","comment","created_at","id","lead_time","sentiment","target_by_RuBRT-tiny_no_processing","target_by_RuBRT-tiny_processing","target_by_stars","updated_at"
574,"2","Крепкая, хорошая капуста","2025-05-21T15:17:07.987832Z",1072,2.349,"1",1,1,1,"2025-05-21T15:17:07.987897Z"
575,"2","Не вкусная и не дозрелая!","2025-05-21T15:17:12.312928Z",1073,3.824,"0",0,0,0,"2025-05-21T15:17:12.312993Z"
576,"2","Авокадо не съедобное, не зрелое, жесткое, трудно разрезать","2025-05-21T15:17:16.147925Z",1074,3.281,"0",0,0,0,"2025-05-21T15:17:16.147966Z"
577,"2","Виноград с кислинкой, совсем не сладкий. Либо перепутали сорт.На фото виноградинки круглые, а доставили продолговатые.","2025-05-21T15:17:23.088334Z",1075,6.325,"0",0,0,0,"2025-05-21T15:17:23.088373Z"
578,"2","Сочные, шкурка жуется, нет блеска воска.","2025-05-21T15:17:37.408804Z",1076,13.73,"1",0,0,1,"2025-05-21T15:17:37.408849Z"
579,"2","Замый вкусный кокос!!! молока как будто 2 литра. Советую!!
Привозите больше!!!!!!!! 👍","2025-05-21T15:17:46.390089Z",1077,8.326,"1",1,1,1,"2025-05-21T15:17:46.390119Z"
580,"2","Груши обалденные. Сочнейшие, вкуснейшие. Дайте только им полежать на окошке пару-тройку дней. Беру их всю весну, объедение 💚","2025-05-21T15:17:48.512854Z",1078,1.751,"1",1,1,1,"2025-05-21T15:17:48.512890Z"
581,"2","Водяная","2025-05-21T15:17:50.814758Z",1079,1.55,"0",0,0,0,"2025-05-21T15:17:50.814824Z"
582,"2","Жёлто-зелёный. По вкусу - трава.","2025-05-21T15:17:53.478935Z",1080,2.254,"0",1,0,0,"2025-05-21T15:17:53.478966Z"
583,"2","Вкусный и крупный апельсин","2025-05-21T15:17:57.746985Z",1081,3.641,"1",1,1,1,"2025-05-21T15:17:57.747015Z"
584,"2","На вкус и по консистенции - как вата!","2025-05-21T15:18:00.785200Z",1082,2.444,"0",1,1,0,"2025-05-21T15:18:00.785254Z"
585,"2","Привезли серо-белый ананас, одна долька желтая. Небольшие вкрапления тоже желтые, будто все вымачивали, а на них сохранился прежний цвет. Ни вкуса ни тем более аромата нет совсем, скорее, неприятный, мыльно-кислый. Плохие огурцы лучше на вкус такого ананаса. Такой непонятный продукт есть опасно. Фирма ""Вкусные истории"" продает мусор. Так как только сутки с даты упаковки, значит, такое они и планировали продать.","2025-05-21T15:18:12.218778Z",1083,10.848,"0",0,0,0,"2025-05-21T15:18:12.218819Z"
586,"2","Вяловатый )","2025-05-21T15:18:14.251335Z",1084,1.34,"0",1,1,1,"2025-05-21T15:18:14.251400Z"
587,"2","Вкусные бананы","2025-05-21T15:18:16.188462Z",1085,1.535,"1",1,1,1,"2025-05-21T15:18:16.188502Z"
588,"2","Хрустящие бананы, которые ещё и вяжут","2025-05-21T15:18:21.949485Z",1086,4.988,"0",0,0,0,"2025-05-21T15:18:21.949524Z"
589,"2","Ужасная клубника
Не сладкая
Внутри светлая и пустая
1/4 часть порченная
Я в шоке
Если бы покупала рядом с домом отнесла бы обратно","2025-05-21T15:18:24.197595Z",1087,1.734,"0",0,0,0,"2025-05-21T15:18:24.197660Z"
590,"2","обычный, свежий, хороший лук","2025-05-21T15:18:26.839703Z",1088,2.11,"1",1,1,1,"2025-05-21T15:18:26.839745Z"
591,"2","Не сочный. Сухой.","2025-05-21T15:18:29.434622Z",1089,2.004,"0",0,0,0,"2025-05-21T15:18:29.434692Z"
592,"2","Крепкая хрустящая груша( поработать челюстями придётся , но я люблю похрустеть ) не сочная и не вата , достаточно сладкая, поэтому груша Ксения мне понравилась больше чем эта, так как вильямс оставляет послевкусие дюшеса во рту, а я не оч люблю долгое послевкусие, сьеденного мною продукта : фрукта овоща и тд , не важно что это было))","2025-05-21T15:18:48.518923Z",1090,18.67,"1",1,0,1,"2025-05-21T15:18:48.518959Z"
593,"2","Капуста сухая ( не сочная)","2025-05-21T15:18:53.142682Z",1091,3.859,"0",0,0,1,"2025-05-21T15:18:53.142754Z"
594,"2","Очень вкусные бананы от ТСБ СЕВЕР","2025-05-21T15:18:56.170289Z",1092,2.427,"1",1,1,1,"2025-05-21T15:18:56.170331Z"
595,"2","Сладкие, спелые , сочные","2025-05-21T15:18:57.922996Z",1093,1.347,"1",1,1,1,"2025-05-21T15:18:57.923066Z"
596,"2","Отлично","2025-05-21T15:18:59.648935Z",1094,1.338,"1",1,1,1,"2025-05-21T15:18:59.648971Z"
597,"2","Вкусная и сладкая клубника 🍓","2025-05-21T15:19:02.043209Z",1095,1.782,"1",1,1,1,"2025-05-21T15:19:02.043270Z"
598,"2","Нормальная картошка, с учетом, что сейчас весна и картофель в это время года всегда не такой как осенью","2025-05-21T15:19:08.821493Z",1096,5.298,"1",1,0,1,"2025-05-21T15:19:08.821530Z"
599,"2","Кислый- вырви глаз! Виноград совершенно неспелый","2025-05-21T15:19:17.747000Z",1097,8.285,"0",0,0,0,"2025-05-21T15:19:17.747037Z"
600,"2","Ужасный горький вкус. Есть просто невозможно. Потраченные зря деньги","2025-05-21T15:19:20.352618Z",1098,1.858,"0",0,0,0,"2025-05-21T15:19:20.352691Z"
601,"2","Чуть сладкие, но немного суховаты","2025-05-21T15:19:28.644027Z",1099,7.755,"1",1,1,1,"2025-05-21T15:19:28.644116Z"
602,"2","Картофель вкусный. Заказывали для дачи. Запекали на углях.","2025-05-21T15:19:31.539366Z",1100,2.463,"1",1,0,1,"2025-05-21T15:19:31.539437Z"
