author,comment,comment_pre_processing,date,url,product,stars,price,currency,weight,target_by_RuBRT-tiny_no_processing,target_by_stars,target_by_RuBRT-tiny_processing
Анна Леонидовна,"Аромат есть, что даже странно. Сама клубника не ярко красная, частично белая, вид скорее незрелой, есть небольшое количество сладких ягод на упаковку, Поставщик Фрут Культ, производитель ИП Заблуда АЛ, Краснодар",аромат странно клубника не ярко красный частично белый вид скорее незрелый небольшой количество сладкий ягода упаковка поставщик фрута культ производитель заблуд краснодар,16 мая 2025  · Карта: xxx11,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,0
Диана,"Я, конечно, понимаю, что купила её по зц, но половина зелёная, а красные просто трава",понимать купить половина зелёный красный просто трава,16 мая 2025  · Карта: xxx87,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Мария,"Клубника кислая
Не соответствует цена/качество.
Дети отказались есть",клубника кислый не соответствовать ценакачество ребёнок отказаться,16 мая 2025  · Карта: xxx67,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
АЛСУ,"Невкусная клубника, стоимость высокая , цена не соответствует качеству,будто разморозили и продают… одно разочарование….Есть невозможно, брала ребёнку , жаль потраченные деньги !",невкусный клубника стоимость высокий цена не соответствовать качествубудтый разморозить продавать разочарование невозможно брать ребёнок жаль потратить деньга,16 мая 2025  · Карта: xxx21,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Кирилл,Невкусная. Часть ягод была с плесенью,невкусный часть ягода плесень,16 мая 2025  · Карта: xxx90,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Юлия,"Безвкусная, вся с зеленым бочком, твердая,середина белая больше не возьмем,за такие деньги такая ужасная ягода, на рынке и то лучше спелая,сладкая мягкая",безвкусный зелёный бочком твердаясередина белый большой не возьмемза деньга ужасный ягода рынок хороший спелаясладкий мягкий,16 мая 2025  · Карта: xxx79,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Надежда,"Зачем закупать такое г. .. крупная,она синтетическая. Где поставщик закупил? В Египте или ещё где? Кошмар.
Это по виду. А по вкусу вообще никакая,наверное просто траву пожевать и то вкус какой то был.
И ещё,если бы была наша клубника,на ней бы хоть один лепесток от цветка попался. Не советую это покупать. Тьфу",закупать крупнаяон синтетический поставщик закупить египет кошмар вид вкус вообще никакаянаверный просто трава пожевать вкус ещёести клубникан лепесток цветок попасться не советовать покупать тьфу,16 мая 2025  · Карта: xxx96,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,0
Екатерина,"Ароматная, вкусная👍",ароматный вкусная👍,16 мая 2025  · Карта: xxx40,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
Тамара,Привезли не краснодарскую клубнику. Без вкуса и без запаха.,привезти не краснодарский клубника вкус запах,16 мая 2025  · Карта: xxx38,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Андрей,"не сладкая, попадаются испорченные",не сладкий попадаться испортить,16 мая 2025  · Карта: xxx95,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
Светлана,Как будто ешь огурец 😕,огурец,16 мая 2025  · Карта: xxx71,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Ксения,"Согласна со многими предыдущими негативными отзывами. Стала знаачительно хуже, чем ранее, зеленая и порченная одновременно. В сезон хуже, чем до. Просто парадокс.",согласный многий предыдущий негативный отзыв знаачительный плохой зелёный портить одновременно сезон плохой просто парадокс,16 мая 2025  · Карта: xxx85,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,0
Анастасия,"Ужасный вкус. Точнее, безвкусная. Просто выкинуть деньги.",ужасный вкус точнее безвкусный просто выкинуть деньга,16 мая 2025  · Карта: xxx62,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Ольга,"Это не та клубника, которая была на прошлой неделе, вкусная и сладкая. Эта огромная, глянцевая, ничем не пахнет и кислая. Жаль, что обманываете постоянных покупателей. Уехали с ней на дачу, вернуть не могу. Два дня назад подобную покупали на рынке за 350 рублей.",не клубника прошлый неделя вкусный сладкий огромный глянцевый ничто не пахнуть кислый жаль обманывать постоянный покупатель уехать дача вернуть не назад подобный покупать рынок рубль,16 мая 2025  · Карта: xxx26,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
СВЕТЛАНА,"Просто ужас. Да, пахнет,да, красивая, но полностью пресная на вкус. За такую то цену!
Не советую никому.",просто ужас пахнетд красивый полностью пресный вкус цена не советовать никто,16 мая 2025  · Карта: xxx46,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Татьяна,"Не сладкая, белая в середине и полая",не сладкий белый середина полый,16 мая 2025  · Карта: xxx85,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,0
Евгений,не сладкая,не сладкий,16 мая 2025  · Карта: xxx15,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
Ольга,"Не знаю кто и как выращивал - по виду как хороший муляж. Красивая, но ужасно невкусная. Хрустит как яблоко. И кислая как антоновка.",не выращивать вид хороший муляж красивый ужасно невкусный хрустеть яблоко кислый антоновка,16 мая 2025  · Карта: xxx23,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
ЮЛИЯ,"На троечку, много битых ягод",троечка битый ягода,16 мая 2025  · Карта: xxx61,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
Лана,"Как всегда на высоте. Шикарная клубника, стоит своих денег.",высота шикарный клубника стоить деньга,16 мая 2025  · Карта: xxx87,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
АННА,"На майски брали несколько раз, была вкусная. А сейчас первый раз не вкусная, даже есть порченные на вкус. На вид все ок .",майск брать вкусный первый не вкусный портить вкус вид всё около,16 мая 2025  · Карта: xxx13,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,1,0,1
Янина,"На майских праздниках каждый день заказывала по зц, привозили шикарную клубнику- спелую и сладкую. Сегодня привезли не зрелую, кислющую. Видимо другая поставка, уже не так вкусно",майский праздник каждый заказывать привозить шикарный клубника спелый сладкий привезти не зрелый кислющий видимо поставка не вкусно,16 мая 2025  · Карта: xxx05,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,4,898,руб,/кг,1,1,1
Юлия,В этот раз кислая без вкусная. До этого привозили из Краснодара. В этот раз Белгородской области. Не вкусная вообще,кислый вкусный привозить краснодар белгородский область не вкусный вообще,16 мая 2025  · Карта: xxx75,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Марина Александровна,"Сначала продавали не очень крупную, но очень сладкую и ароматную.. Сегодня привезли более крупную, но менее сладкую и совсем не ароматную. Явно из другого хозяйства. Не рекомендую…🤷🏻‍♀️",сначала продавать не очень крупный очень сладкий ароматный привезти крупный менее сладкий не ароматный явно хозяйство не рекомендовать 🤷🏻‍♀️,16 мая 2025  · Карта: xxx91,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
Алена,Стоит своих денег,стоить деньга,16 мая 2025  · Карта: xxx14,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,0,1,0
Зинаида,Без вкуса и запаха( кислая,вкус запах кислый,16 мая 2025  · Карта: xxx37,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
Юлия,"Ни одной сладкой,со вкусом земли и плесени
Фрут культ",сладкойсый вкус земля плесень фрута культ,16 мая 2025  · Карта: xxx48,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,1
Татьяна,"Хорошая клубника. Ароматная, крупная",хороший клубника ароматный крупный,16 мая 2025  · Карта: xxx66,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
Екатерина,Кислая была сегодня до ужаса(и много ягоды с плесенью,кислый ужасаи ягода плесень,16 мая 2025  · Карта: xxx88,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Сундус,👍🌺,👍🌺,16 мая 2025  · Карта: xxx08,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,0,1,0
Александра,"Ужасная клубника
Не сладкая
Внутри светлая и пустая
1/4 часть порченная
Я в шоке
Если бы покупала рядом с домом отнесла бы обратно",ужасный клубника не сладкий внутри светлый пустой часть портить шок покупать рядом дом отнести обратно,16 мая 2025  · Карта: xxx41,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
ПОЛИНА,"Брала два дня назад - была великолепная!
Сегодня привезли зеленую - не сладкую, как трава… цена одна из самых дорогих на рынке, но она не обеспечивает качество… больше брать не буду:(",брать назад великолепный привезти зелёный не сладкий трава цена дорогой рынок не обеспечивать качество большой брать не,16 мая 2025  · Карта: xxx52,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,1,0,0
Светлана,"Крупная,безвкусна,не вызревшая.Видимо погода.Первый привоз был самый вкусный.Чем дал ше ,тем хуже.Но красивая на вид.",крупнаябезвкуснан вызревшаявидимо погодапервый привоз вкусныйчем дать худить красивый вид,16 мая 2025  · Карта: xxx11,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,4,898,руб,/кг,1,1,0
АННА,Не сладкая (,не сладкий,16 мая 2025  · Карта: xxx18,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
ЕКАТЕРИНА,"Все. Первые партии были вкусные, теперь начали отправлять просто не созревшую ягоду. Вкус вилл в своем репертуаре - вначале дает хороший продукт, затем качество падает, но люди продолжают покупать ведь вначале было вкусно.",всё первый партия вкусный начать отправлять просто не созреть ягода вкус вилла репертуар вначале давать хороший продукт затем качество падать продолжать покупать вначале вкусно,16 мая 2025  · Карта: xxx30,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,1,0,0
Алла,"Испортилась клубника, вся зеленая и кислая.",испортиться клубника зелёный кислый,16 мая 2025  · Карта: xxx04,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,4,898,руб,/кг,0,1,0
Галина,Добрый день. За такую цену продаёте мороженую клубнику. Видимо держали в морозилке.,добрый цена продавать мороженый клубника видимо держать морозилка,16 мая 2025  · Карта: xxx34,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
ВИКТОРИЯ,"Вкусная, ароматная ягода",вкусный ароматный ягода,16 мая 2025  · Карта: xxx61,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
Александра,Безвкусная,безвкусный,16 мая 2025  · Карта: xxx70,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,1,0,1
Ольга,"Клубника стала кислее, чем в предыдущей партии, только на компот или смузи",клубника кислый предыдущий партия компот смузи,16 мая 2025  · Карта: xxx80,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
ВИКТОРИЯ,"Покупала несколько раз в этом году. Последний раз по ЗЦ в доставке. Клубника красивая, но местами белая и довольно кислая, засыпала сахаром. Предыдущая партия была сладкая. Наверное, подожду, пока эту партию не раскупят) Москва",покупать последний доставка клубника красивый место белый довольно кислый засыпать сахар предыдущий партия сладкий наверное подождать пока партия не раскупить москва,16 мая 2025  · Карта: xxx02,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,4,898,руб,/кг,1,1,0
Светлана Алексеевна,Клубника вся гнилая! Местами помятая.Водянистая и с ароматом плесени.,клубника гнилой место помятаяводянистый аромат плесень,16 мая 2025  · Карта: xxx42,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Анастасия,"Клубника ужасная... Покупаю постоянно, всегда была вкусная. А сейчас привкус химии , как будто обработана чем-то. Запаха и сладости нет. Первый раз такая краснодарская клубника попалась. Дети очень огорчились. Пришлось ее выкинуть!!! На коробке нет ценника и вес клубники не указан.",клубника ужасный покупать постоянно вкусный привкус химия обработать чемтый запах сладость первый краснодарский клубника попасться ребёнок очень огорчиться прийтись выкинуть коробка ценник вес клубника не указать,16 мая 2025  · Карта: xxx24,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Людмила,"Ужасная, красивый вид - вкус отвратительный",ужасный красивый вид вкус отвратительный,16 мая 2025  · Карта: xxx21,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Галина,"Попалось много порченной, а так сладкая.",попасться портить сладкий,16 мая 2025  · Карта: xxx88,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,1,0,0
Наталья,"Красивая, но совсем невкусная",красивый невкусный,16 мая 2025  · Карта: xxx68,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,1
Дарья,"Раньше была сладкая, сейчас очень крупная, на вид красивая на вкус ТРАВА",ранний сладкий очень крупный вид красивый вкус трава,16 мая 2025  · Карта: xxx66,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
АННА,Кислятина адская. На 1 кг ягод сладких было штук 5,кислятина адский ягода сладкий штука,16 мая 2025  · Карта: xxx44,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
АННА,Абсолютно зеленая клубника. И безвкусная. Не рекомендую.,абсолютно зелёный клубника безвкусный не рекомендовать,16 мая 2025  · Карта: xxx47,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Мария,нету вкуса особо,нету вкус особо,16 мая 2025  · Карта: xxx36,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
МАРИЯ,Отличная! Спасибо.,отличный спасибо,16 мая 2025  · Карта: xxx88,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
НАТАЛЬЯ,"Ещё неделю назад была на ""5""...а сейчас : 80% с привкусом ""погреба"". Прогорклая, невкусная, пресная, буеее(
80% ушло в мусор😢",неделя назад привкус погреб прогорклый невкусный пресный буеий уйти мусор😢,16 мая 2025  · Карта: xxx42,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,0
Светлана,"В день покупки клубника была отличнейшего качества, но на второй день- как вымоченная оказалась",покупка клубника отличный качество второй вымочить,16 мая 2025  · Карта: xxx90,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,1
Мария,"Несладкая. Такое ощущение, что сорвали раньше срока.",несладкий ощущение сорвать ранний срок,16 мая 2025  · Карта: xxx13,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
Наталья,"я сама из краснодара и знаю какая клубника у нас ароматная и сладкая, а эта будто выращена в теплице с недостаточным солнцем, мне попалась крупная, но не сладкая. следующий раз пойду на рынок. не так обидно, что взяла по зеленым ценникам ~550 за кг, и немного на пробу",краснодар клубника ароматный сладкий вырастить теплица недостаточный солнце попасться крупный не сладкий следующий пойти рынок не обидно взять зелёный ценник немного проба,16 мая 2025  · Карта: xxx00,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
ОЛЬГА,Последняя клубника была совсем другого качества чем предыдущая,последний клубника качество предыдущий,16 мая 2025  · Карта: xxx10,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,0,1,0
ОЛЬГА,"Отнеслась с недоверием к отзывам. Поставила любимым продуктом, заказала внукам, детям и себе. Клубника с виду красивая отборная, ягодки одна к одной, сборщику спасибо большое. На вкус... А вкуса вообще нет. Или пресная, или кислятина, запаха клубники вообще нет. Тройку поставила за добросовестную сбору, а так бы только 1",отнестись недоверие отзыв поставить любимый продукт заказать внук ребёнок клубника вид красивый отборный ягодка сборщик спасибо большой вкус вкус вообще пресный кислятина запах клубника вообще тройка поставить добросовестный сбор,16 мая 2025  · Карта: xxx60,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
Лейла,Кислая,кислый,16 мая 2025  · Карта: xxx46,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,1,0,0
София,Вообще не вкусная,вообще не вкусный,16 мая 2025  · Карта: xxx53,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Аида,"Абсолютно безвкусная,кислая ,водянистая,без аромата и даже в какой то мере без цвета
Половина незрелая",абсолютно безвкуснаякислый водянистаябез аромат мера цвет половина незрелый,16 мая 2025  · Карта: xxx81,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Оксана,"Слушала и читала в телеграм про Вашего поставщика клубники из Краснодара, ждала сегодняшнего завоза клубники, набрала 2,6 кг детям и пожилой маме, а клубника отвратительная безвкусная с отдающим послевкусием химозной кислотой, очень расстроилась, лучше бы купила на рынке, только деньги потратила зря, очень жаль. У меня вопрос поставщики проходят проверку и товар, купленная в магазине на Дубровке мной клубника очень не похожа на российскую, прошу разобраться в этом безобразие",слушать читать телеграм ваш поставщик клубника краснодар ждать сегодняшний завоз клубника набрать ребёнок пожилой мама клубника отвратительный безвкусный отдавать послевкусие химозной кислота очень расстроиться хороший купить рынок деньга потратить зря очень жаль вопрос поставщик проходить проверка товар купить магазин дубровка клубника очень не похожий российский просить разобраться безобразие,16 мая 2025  · Карта: xxx82,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Алла,"Сегодня утром писала хвалебный отзыв о вчерашней сладкой клубнике, заказала сейчас - совсем безвкусная, хотя и пахнет хорошо... Грустно, что этот товар - лотерея, и не понятно, брать в следующий раз или нет",утром писать хвалебный отзыв вчерашний сладкий клубника заказать безвкусный хотя пахнуть грустно товар лотерея не понятно брать следующий,16 мая 2025  · Карта: xxx49,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,0
ИРИНА,"Видно на фото, что половина ягод - недозрелые. Из всей упаковки попалась только одна штучка чуть сладковатая, остальные - либо кислые, либо безвкусные.
Считаю, что ВВ не должен терять своё имя! Поставщиков и продукцию нужно отбирать скрупулёзно!!! Ягоды сейчас очень дорогие... За такую баснословную цену они обязаны иметь товарный вид и быть высшего качества.
В уличных палатках (в Москве) я покупала неделю назад краснодарскую клубнику по 600 руб. Из целого килограмма не попалась ни одна дефективная: все ягоды были ароматными, крупными, красивыми, спелыми и очень сладкими",видно фото половина ягода недозрелый упаковка попасться штучка сладковатый остальной либо кислый либо безвкусный не терять поставщик продукция нужно отбирать скрупулёзно ягода очень дорогой баснословный цена обязать иметь товарный вид высокий качество уличный палатка москва покупать неделя назад краснодарский клубника целое килограмм не попасться дефективный всё ягода ароматный крупный красивый спелый очень сладкое,16 мая 2025  · Карта: xxx38,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,0
Елизавета,"Свежая вкусная клубника. Когда зрелая – сладкая, но с небольшой кислинкой. Понравилось, брала много раз!",свежий вкусный клубника зрелый сладкий небольшой кислинка понравиться брать,16 мая 2025  · Карта: xxx73,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
Елена,Нам привезли очень вкусную!!,привезти очень вкусный,16 мая 2025  · Карта: xxx02,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
Владимир,"В магазине пахла приятно, дома попробовали привкус какой-то химозного раствора для мытья полов и химическое послевкусие.",магазин пахнуть приятно дом попробовать привкус какойтый химозный раствор мытьё химический послевкусие,16 мая 2025  · Карта: xxx27,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,0
Ольга,От Фрут Культ ООО клубника достаточно крупная. Свежая. Но водянистая и кислая. При этом часть просто безвкусная.,фрута культ клубника достаточно крупный свежий водянистый кислый часть просто безвкусный,16 мая 2025  · Карта: xxx44,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,1
ГУЛЯ,Клубника как с огорода) очень вкусная),клубника огород очень вкусный,16 мая 2025  · Карта: xxx05,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
ЕЛИЗАВЕТА,Еще не дозрела,не дозрелый,16 мая 2025  · Карта: xxx19,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
НАТАЛЬЯ,Хорошая,хороший,16 мая 2025  · Карта: xxx53,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
Татьяна,"Не сладкая, отдает землей",не сладкий отдавать земля,16 мая 2025  · Карта: xxx53,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Ольга,"Вкус лета, правда быстро портится.",вкус лето правда быстро портиться,16 мая 2025  · Карта: xxx61,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
ТАТЬЯНА,"Раньше клубника была ЛП, но эту доставили отвратительную - ягоды водянистые и все в пятнах порчи.
Больше ягоды ФРУТ КУЛЬТ ООО БРАТЬ не буду и вам не советую, деньги на ветер, а вернее в мусорку",ранний клубника доставить отвратительный ягода водянистый всё пятно порча большой ягода фрута культ брать не не советовать деньга ветер верный мусорк,16 мая 2025  · Карта: xxx56,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
ГАЛИНА ЮРЬЕВНА,"Вкусная. Для клубники, которую везут в Москву, очень даже хороша. Спасибо тем, кто вырастил и собрал.",вкусный клубника везти москва очень хороший спасибо вырастить собрать,16 мая 2025  · Карта: xxx05,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,1,1,1
Ани,Кислая трава(,кислый трава,16 мая 2025  · Карта: xxx32,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Ольга,Кислятина,кислятина,16 мая 2025  · Карта: xxx94,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
Виталий,"Ранее брал, была вкусная сладкая даже плохих не было ягод, а вот в этот раз взял, и даже вкус как резиновый, печально.",брать вкусный сладкий плохой не ягода взять вкус резиновый печально,16 мая 2025  · Карта: xxx35,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,0,0,1
Александр,"ИП Вербина - клубника огромная, но водянистая и несладкая",вербин клубника огромный водянистый несладкий,16 мая 2025  · Карта: xxx75,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
Андрей,"До сегодня привозили отличную. Сегодня лежалая со следами порчи и мягкая, пачкает все(",привозить отличный лежалый след порча мягкий пачкать всё,16 мая 2025  · Карта: xxx58,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,1,0,1
Ольга,"Цена космическая для сезонной ягоды. Сама клубника не сладкая, хотя и ароматная ((",цена космический сезонный ягода клубника не сладкий хотя ароматный,16 мая 2025  · Карта: xxx86,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
Ольга,"Клубника вообще не о чём без вкуса и без запаха. Может это погодные условия, но это не съедобно.",клубника вообще не вкус запах погодный условие не съедобный,16 мая 2025  · Карта: xxx61,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,1,898,руб,/кг,0,0,0
ОЛЬГА,"Клубничка была по з ц , но очень даже не плохая. Попадались ягодки сладкие и не очень. Были крупные и мелкие. В целом наелась.",клубничка очень не плохой попадаться ягодка сладкий не очень крупный мелкий целое наесться,16 мая 2025  · Карта: xxx06,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,4,898,руб,/кг,0,1,0
Ольга,"Красивая, но не сладкая …🤷‍♀️",красивый не сладкий 🤷‍♀️,16 мая 2025  · Карта: xxx66,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,4,898,руб,/кг,1,1,1
ОЛЬГА,"В доставке, по ЗЦ, с даркстора Раменское.
2 уп ООО Фрут культ и 2 уп ИП Заблуда(Краснодар), итого 2 кг! Ни одной, зеленой или гнилой или светло-розовой, ягоды не было! Штук 7, с пятнышками около хвостиков (обрезала, выкинула). Практически, все, крупные, сухие! Но, сладкими, их назвать сложно! Для меня, норм, так как и не ждала, такого! Просто, добавляю сахар и отлично!",доставка даркстор раменский фрута культ заблудакраснодар итого зелёный гнилой светлорозов ягода не штука пятнышко около хвостик обрезать выкинуть практически всё крупный сухой сладкое сложно норма не ждать просто добавлять сахар отлично,16 мая 2025  · Карта: xxx28,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,5,898,руб,/кг,0,1,0
Светлана,"Клубника разочаровала, кислая. Внутри сердцевина.",клубника разочаровать кислый внутри сердцевина,16 мая 2025  · Карта: xxx60,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,3,898,руб,/кг,0,0,0
ЮЛИЯ,"До сегодняшнего брала 3 раза - обалденная клубника была,вкусная и ароматная . Сегодня привезли - не сладкая совсем, ерунда.",сегодняшний брать обалденный клубника былавкусный ароматный привезти не сладкий ерунда,16 мая 2025  · Карта: xxx40,https://vkusvill.ru/goods/klubnika-krasnodar-49623.html,Клубника Краснодар,2,898,руб,/кг,1,0,1
